Dataset,Rows,PTUNE-30_mean,PTUNE-30_std,PTUNE-30_budget,PTUNE-30_runtime_mean,PTUNE-30_runtime_std,PTUNE-30_tier,PTUNE-50_mean,PTUNE-50_std,PTUNE-50_budget,PTUNE-50_runtime_mean,PTUNE-50_runtime_std,PTUNE-50_tier,PTUNE-100_mean,PTUNE-100_std,PTUNE-100_budget,PTUNE-100_runtime_mean,PTUNE-100_runtime_std,PTUNE-100_tier,PTUNE-200_mean,PTUNE-200_std,PTUNE-200_budget,PTUNE-200_runtime_mean,PTUNE-200_runtime_std,PTUNE-200_tier,SMAC-30_mean,SMAC-30_std,SMAC-30_budget,SMAC-30_runtime_mean,SMAC-30_runtime_std,SMAC-30_tier,SMAC-50_mean,SMAC-50_std,SMAC-50_budget,SMAC-50_runtime_mean,SMAC-50_runtime_std,SMAC-50_tier,SMAC-100_mean,SMAC-100_std,SMAC-100_budget,SMAC-100_runtime_mean,SMAC-100_runtime_std,SMAC-100_tier,SMAC-200_mean,SMAC-200_std,SMAC-200_budget,SMAC-200_runtime_mean,SMAC-200_runtime_std,SMAC-200_tier
SS-V,6840,0.0492960504464595,0.0730642994018056,30.0,3.5703531861305238,0.36820976532982075,1.0,0.02190935090616241,0.0011112390552105024,50,9.068754529953003,1.1120298372132345,1,0.021154077948973553,0.0003965811751771232,100.0,135.74186975955962,19.415945994514257,1.0,nan,nan,nan,nan,nan,nan,0.14978473511456641,0.05985389512286911,30,6.565992927551269,0.49165225870488954,3,0.14513628991183697,0.05731513909839472,50,9.817324256896972,1.0724735696910883,3,0.13470152106504502,0.06619333054045817,100,23.7166516661644,2.946233586187677,3,0.09406954256883353,0.07729570141182694,200.0,52.49680072069168,3.369381805394635,2.0
SS-W,65536,0.3193252215422115,0.021387455455751568,30.0,2.843178594112396,0.23162217706470958,2.0,0.3076387226071743,0.017098010928292096,50,15.019343268871307,1.6546180681751272,2,0.2751991091878525,0.020987165604646755,100.0,53.30616677999497,6.241570401430884,1.0,nan,nan,nan,nan,nan,nan,0.3409695061345805,0.024756744789838962,30,5.168749630451202,0.8088749566707762,3,0.3100813340902594,0.021692468738154752,50,9.671816730499268,0.9902690223080636,2,0.29531404246858667,0.018458734019288277,100,20.868417775630952,2.165793715968736,1,0.2823449808199986,0.01613990566865687,200.0,34.141833221912385,5.155324217669283,1.0
SS-X,86058,0.41619299123732095,0.019372441939258387,30.0,4.123920154571533,0.026708488376456088,4.0,0.3922067469310388,0.03627317918119154,50,9.005303394794463,1.3653390358438728,3,0.3419021228968729,0.04278851349270892,100.0,59.61965218782425,6.484701951843071,2.0,nan,nan,nan,nan,nan,nan,0.2886697377885267,0.09637486561814307,30,5.13742059469223,0.8339734316966249,1,0.23544679976714927,0.04930751202681255,50,9.473010122776031,1.1593689925341304,1,0.19869458410331134,0.029326667700627525,100,19.379330945014953,1.9956295775089248,1,0.1904347759000104,0.024484779370016547,200.0,42.240883874893186,3.2632884818524794,1.0
Scrum100k,100000,0.5713171353788933,0.0022908189996237787,30.0,4.238714444637298,0.17120458843729705,2.0,0.5712551013540891,0.0022631031500532357,50,19.381155133247375,2.79172409581853,2,0.5712551013540891,0.0022631031500532357,100.0,156.94046889543534,20.93950625198548,2.0,nan,nan,nan,nan,nan,nan,0.36741581183437316,0.023561546239323158,30,6.408542990684509,0.9965124144217181,1,0.35250974992663914,0.023873518586951296,50,10.942368757724761,3.0274624098047327,1,0.32414476664786723,0.015182570714137469,100,24.059839880466463,5.950421860334162,1,0.31579591375113886,0.012019113553391875,200.0,59.402577948570254,8.344575975673424,1.0
Scrum10k,10000,0.5859250746708253,0.0020361112300913294,30.0,4.185472691059113,0.22118969785831044,2.0,0.5859250746708253,0.0020361112300913294,50,18.043203604221343,2.9262754474662325,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3328607730715702,0.0279376132416963,30,7.608556485176086,0.9567066932810457,1,0.3098126259540407,0.021503217365780928,50,12.662412166595459,1.8602262577250182,1,0.2889762033344383,0.012262387551151738,100,49.78296511173248,3.3269541102590905,1,0.2848515958818692,0.007229793928877332,200.0,63.698564887046814,11.447441970263998,1.0
Scrum1k,1000,0.5609810864791875,0.002508553266991541,30.0,4.228158891201019,0.3671801154402791,2.0,0.5609810864791875,0.002508553266991541,50,17.559349167346955,2.21164010291002,2,0.5609810864791875,0.002508553266991541,100.0,111.41370409727097,30.82736141668482,2.0,nan,nan,nan,nan,nan,nan,0.30108971094357045,0.03416745837223816,30,7.798248076438904,0.9045670136667653,1,0.279657605888233,0.029020289559284426,50,12.272038698196411,1.9327248989360912,1,0.2600085829315452,0.015168535488270626,100,22.997843301296236,6.8871203126022875,1,0.2528136048466971,0.01206928462056126,200.0,50.95874314308166,12.531741018081403,1.0
X264_AllMeasurements,1152,0.00137735467432271,0.0022295602438840685,30.0,3.223862361907959,0.21405229685119068,1.0,0.000440871509692065,7.219218039589484e-05,50,11.095743119716644,1.3252367206288729,1,0.00043446595029294506,6.900761128979478e-05,100.0,85.01025048494338,8.154756571640768,1.0,nan,nan,nan,nan,nan,nan,0.011067670909816611,0.011229366774883209,30,4.245208191871643,0.4346610229005214,2,0.00277736673544171,0.005219547834639612,50,6.818673479557037,0.5317116518422612,1,0.00044133102910228,6.895569328949861e-05,100,15.467992758750915,1.4952304658342768,1,0.00043446595029294506,6.900761128979478e-05,200.0,27.82286516427994,3.802589354038147,1.0
billing10k,10000,0.6325823635904578,0.0011431450585680408,30.0,7.796488344669342,0.43424974819555645,2.0,0.6325823635904578,0.0011431450585680408,50,15.830406212806702,1.7569426013212595,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.397803364747109,0.02099266456212171,30,8.309009826183319,0.8366235432635093,1,0.36620689329652295,0.012818097611725547,50,14.873671019077301,1.9584177772194375,1,0.3557235249910693,0.010278497685168786,100,35.4801263332367,4.028610928739339,1,0.3493941492209959,0.0010033793090344861,200.0,91.42678368091583,6.931410023277429,1.0
coc1000,1000,0.3476371534847673,0.011092210959105796,30.0,6.383245539665222,0.35907779770070636,3.0,0.3373660210898706,0.01149725744544034,50,19.418505716323853,2.715464220769619,2,0.32616687084543283,0.009774687017665701,100.0,130.38465950489044,8.709670105858084,1.0,nan,nan,nan,nan,nan,nan,0.3547578994395967,0.01206816189296807,30,7.7588622093200685,0.7088706931439746,3,0.3444012172579073,0.013981882435527625,50,31.73606022596359,1.1672389515716886,2,0.3288776062868163,0.011203151211250465,100,34.720308768749234,4.060813185774705,1,0.31195424252703224,0.010166982638717188,200.0,76.83625409603118,3.5822361273224046,1.0
dconvert,6764,0.05145259964999059,0.0028099983333280017,30.0,4.831684041023254,0.3433941721939127,3.0,0.04885116295444884,0.0016745653731755237,50,18.61887137889862,2.2806659737018595,2,0.04772045911346928,0.00028668747222537007,100.0,132.40540812015533,17.552775231486333,2.0,nan,nan,nan,nan,nan,nan,0.014628773547998148,0.002258525076959588,30,4.951956772804261,0.3342326370788813,1,0.01305859927199722,0.002293199126157521,50,8.921665978431701,1.0277933806797435,1,0.011417409962210549,0.0012155416256697383,100,22.222085320949553,2.9171438156356175,1,0.010962107623378322,0.0010895915154802822,200.0,44.257138311862946,6.128333417362898,1.0
deeparch,4096,0.0001849405299232917,0.0002568286369334836,30.0,4.4475181818008425,0.26906533102071456,1.0,7.111787135621075e-05,2.0172596470866733e-05,50,15.73647869825363,1.8296537975664429,1,5.560050886478929e-05,6.589073702181116e-06,100.0,119.49585067033767,12.15400623966863,1.0,nan,nan,nan,nan,nan,nan,0.014019229055221035,0.028209818296182066,30,3.9144127130508424,0.3037065402195279,2,0.001033797807689642,0.002715895227256324,50,6.0967326879501345,0.7764265970045479,1,5.8317599106904085e-05,1.6212106135872355e-05,100,16.881591820716856,2.3565569232659764,1,5.1908076637174896e-05,3.7094456894588742e-06,200.0,35.40953475236893,5.292360259604469,1.0
exastencils,86058,0.21139685258988083,0.0009247330846089658,30.0,4.210629916191101,0.32613829208467393,3.0,0.21110524504222927,9.315761746885742e-05,50,17.521429693698884,3.0223970872057757,2,0.21107573431473797,6.361346867178473e-06,100.0,142.6017259001732,14.08674567721351,2.0,nan,nan,nan,nan,nan,nan,0.044737229278809555,0.01343279664263335,30,4.393511319160462,0.3585835018552481,1,0.040156924580026766,0.015531963612865648,50,8.18415653705597,1.071754051268636,1,0.03012933777776903,0.019372492286055875,100,20.66765601634979,2.553771356519042,1,0.023066850373200623,0.02089888894289563,200.0,41.028641724586485,5.457065441560281,1.0
javagc,166975,0.00054307674310019,6.979176223279166e-05,30.0,6.537521457672119,0.1645851075749128,1.0,0.00054208193546455,7.000879815323653e-05,50,22.484749972820282,4.29171243456891,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0009487002928182302,0.0003775782541665547,30,12.033056640625,1.3255770991578792,2,0.0006588711462880398,0.00028873956214643404,50,23.412660813331605,1.9941043532317013,1,0.00041999711433793,2.815543635579439e-05,100,58.90653086900711,5.214206046782246,1,0.000388490583885045,5.538349386213319e-06,200.0,96.3225954413414,5.956237959902372,1.0
nasa93dem,93,inf,nan,30.0,0.37469916343688964,0.00896985551076987,5.0,inf,nan,50,0.3770128726959229,0.00453060638214628,5,inf,nan,100.0,0.46140376329421995,0.008691844676308456,5.0,inf,nan,200.0,0.3669817090034485,0.0051065511834483745,5.0,0.4603323548736615,0.0069970569353485145,30,6.419772100448609,0.6730116315811403,4,0.4572648380303733,0.00983944273975531,50,10.602313768863677,1.1631821295222229,3,0.4504168834440338,0.004431188358921811,100,23.50302428007126,2.69706229509273,2,0.4477554370738913,0.003973676942297135,200.0,46.758189904689786,6.303584466890858,1.0
pom3a,20000,0.17637380887126602,0.014403423561355625,30.0,5.195070898532867,0.1928383020991908,3.0,0.1599577142896155,0.014362466807941877,50,23.18672616481781,1.6896463181117094,2,0.14304449428849272,0.015088306795202107,100.0,132.4551679968834,17.225990166022907,1.0,nan,nan,nan,nan,nan,nan,0.17606699342789028,0.02373227394697259,30,7.102701544761658,0.5978803674083703,3,0.16202013176227165,0.02093837999873926,50,11.873443818092346,1.280950676045599,2,0.13923208835619807,0.015138886155658077,100,26.80870404243469,3.5790686127348845,1,0.11375125028215871,0.013238819824495745,200.0,64.10343831777573,4.8740771199465245,1.0
pom3b,20000,0.1771162355139777,0.016108192331607468,30.0,4.877495419979096,0.2772320917942833,3.0,0.16043221961663237,0.015885000596794752,50,18.34735941886902,2.0721328850200873,2,0.13833807956780375,0.013228749795834339,100.0,151.64789118766785,11.595088789567397,1.0,nan,nan,nan,nan,nan,nan,0.18483841446832927,0.024917859514881097,30,7.085191464424133,0.7678040563680149,3,0.163394710615431,0.025604490211586756,50,11.444038808345795,1.1131546908803485,2,0.13734139106527773,0.014901933333396851,100,25.133128809928895,2.9236176375294702,1,0.12255323406289734,0.016739203337577734,200.0,50.40756845474243,5.705736722139,1.0
pom3c,20000,0.31387154068164735,0.025930896381075836,30.0,4.772758424282074,0.31680483265301473,3.0,0.29035195735699393,0.028542487947604223,50,22.86363431215286,2.038137176605988,2,0.26525276865780917,0.014800218987177515,100.0,140.16393294334412,11.70344076844111,1.0,nan,nan,nan,nan,nan,nan,0.32109224486372484,0.02186913646395918,30,7.118179535865783,0.8745904183251481,3,0.29710053957353744,0.020868965521991693,50,11.433707308769225,1.228461213666114,2,0.26593005691094607,0.017557433709310143,100,25.855080795288085,3.0751313711294985,1,0.24062175036315608,0.018008503125387532,200.0,50.6032091498375,5.487059063456086,1.0
pom3d,500,0.19595618747305427,0.014886012947629165,30.0,3.2346463561058045,0.2854799600577918,3.0,0.18067593156616804,0.016442985303823068,50,19.029606556892396,2.0416671990543307,2,0.16032043449450475,0.012354617148551886,100.0,149.80668276548386,17.963335690360466,1.0,nan,nan,nan,nan,nan,nan,0.2017332211726847,0.018107883465427,30,7.052054619789123,0.7800597696713039,3,0.1800646394523717,0.015833059110137507,50,11.689525520801544,1.1042180301789435,2,0.15874015418229107,0.018637069840763534,100,31.959035956859587,2.6513260007061947,1,0.13966710811952526,0.014231161648618875,200.0,49.6397903084755,5.1746844348166645,1.0
redis,4400,0.5728892566641801,0.016116469335899566,30.0,3.039305794239044,0.2685386730461713,3.0,0.5646041142703796,0.015583279691553,50,16.521046149730683,3.0380072562157743,3,0.5556531369612048,0.012390060017435315,100.0,115.82746223211288,23.701233414080235,2.0,nan,nan,nan,nan,nan,nan,0.47141903719218076,0.020109232697943943,30,5.426997244358063,0.6610215861142572,1,0.46115756778611444,0.026272856747124325,50,10.547636580467223,1.4960692619246023,1,0.43539182477569194,0.025551878049019698,100,17.992240214347838,4.154071988327857,1,0.4112803032204025,0.021645855188260104,200.0,28.611922883987425,8.789968479115723,1.0
rs-6d-c3_obj1,3840,0.04939869749470003,7.638919195748484e-05,30.0,3.854382407665253,0.3162977719669654,2.0,0.049384745037590744,0.00010495041490443285,50,8.80412722826004,1.3003703101052102,2,0.049384745037590744,0.00010495041490443285,100.0,47.82672958374023,29.585761119001628,2.0,0.049384745037590744,0.00010495041490443285,200.0,168.3386648416519,137.47550100270377,2.0,0.03295353100319191,0.07786927809457844,30,4.308654356002807,0.8851795725475033,2,0.005221595812509298,0.018023923874449618,50,7.112179327011108,1.0622247428435998,1,0.003457393687248892,0.010052134433552283,100,14.04855511188507,3.2310169225593905,1,0.000990839650174657,0.0007049039493338895,200.0,25.626148450374604,7.547654577544069,1.0
rs-6d-c3_obj2,3840,0.0005831768330678249,6.318567389317996e-05,30.0,2.0462268352508546,0.3131247479980573,2.0,0.000574518739868915,7.069981127308016e-05,50,5.403969538211823,0.7218640317338858,2,0.0005575028317304049,8.10617591489465e-05,100.0,30.451314389705658,18.732545441532096,2.0,0.00047118914728444495,7.06595342698796e-05,200.0,77.4118745803833,36.83315563370018,2.0,0.0008145367096708932,0.0010017780175166349,30,5.047165405750275,0.7495631808614681,2,0.000582966763507529,0.0009099126403512301,50,7.1236055254936215,0.9494110269724927,2,0.0005147563178294237,0.000925334319245732,100,14.518564808368684,2.9203273942088743,2,0.00011920959065284535,0.00042336253625948516,200.0,25.446266651153564,7.945949909471668,1.0
sol-6d-c2-obj1,2866,0.1356674679167003,0.061835711497817095,30.0,2.056862735748291,0.30264868097984177,2.0,0.12001014838700678,0.0467084558736137,50,7.685775375366211,1.4727503076208919,2,0.10586542038682227,0.0508685175672656,100.0,53.150869250297546,10.204653941001895,2.0,nan,nan,nan,nan,nan,nan,0.01437500162677346,0.000286876471744366,30,4.051814484596252,0.6295618840216494,1,0.014255593150633272,0.00023222704930838165,50,7.643030989170074,0.9759527037640238,1,0.014215443361220109,0.0002156406559495198,100,14.239573514461517,2.3783599685764067,1,0.014078982306334828,9.879844746793026e-05,200.0,30.470089721679688,3.4763267262953774,1.0
storm,1557,0.07864916051531654,0.00025782929551723845,30.0,2.6011234521865845,0.22493971510829355,2.0,0.07864916051531654,0.00025782929551723845,50,8.88274018764496,1.2356262969713125,2,0.07864916051531654,0.00025782929551723845,100.0,68.01003730297089,7.958308867028665,2.0,nan,nan,nan,nan,nan,nan,9.29499953181574e-05,3.52152732880009e-05,30,6.521813833713532,0.7420480401862929,1,6.909189196686318e-05,2.0920588423756395e-05,50,12.113240683078766,1.2148372633734423,1,6.373680734147074e-05,1.8136138367783333e-05,100,31.16684470176697,1.9432700856374905,1,6.332147647495682e-05,3.3789964645122385e-05,200.0,55.576305341720584,4.917134532257311,1.0
wc+rs-3d-c4-obj1,196,0.013345152571774923,0.004346658578273381,30.0,1.88287855386734,0.2706007596130736,1.0,0.009158574959237449,0.006105754150920289,50,5.065353417396546,0.7594119479236443,1,0.008549840195206205,0.006073022827121032,100.0,34.28625316619873,12.050924327564376,1.0,0.00677418692460612,0.005592193687883449,200.0,98.46129695177078,53.27275191943199,1.0,0.08418922273112235,0.035377483874992774,30,4.345345580577851,0.6152252847214805,3,0.07476122204370612,0.0018377444002120888,50,5.681039083003998,0.9835489307934974,2,0.08208727268020603,0.03583185305510243,100,12.731974875926971,1.7114723215234502,3,0.07044917586338087,0.015865380034680833,200.0,27.31188784837723,2.452076831742231,2.0
wc+sol-3d-c4-obj1,196,0.01066028746856124,0.004436594502406283,30.0,1.8773032665252685,0.26984040109101143,1.0,inf,nan,50,5.478841114044189,1.487926115135725,1,0.00525262772908841,0.005065199109125903,100.0,32.14551455974579,11.28176307375938,1.0,0.002017886226692225,5.245234484573818e-05,200.0,96.74659819602967,22.796714145681115,1.0,0.09397611062786693,0.06656530181154305,30,3.6723751425743103,0.6393213164916112,1,0.0807703332637336,0.06035237143360749,50,6.165556991100312,0.8361495432942168,1,0.06460036565911134,0.002288852906706229,100,13.149799978733062,1.6182781380080205,1,0.060984250082948145,0.013984759574280603,200.0,25.561976528167726,2.4439879257893193,1.0
wc+wc-3d-c4-obj1,196,0.012711937385524643,0.004872245244512777,30.0,1.9466065049171448,0.2879200556289932,1.0,0.01093414612976695,0.005802506844602279,50,10.242944598197937,0.9806473750991722,1,0.00917258116543527,0.006081848697115647,100.0,29.133945548534392,10.329027482938288,1.0,0.0050254458201017035,0.004373502720046232,200.0,164.4279605984688,87.47105230277656,1.0,0.12411902523365433,0.0513782192840316,30,3.6045700788497923,0.6104992855361842,3,0.11390674157759798,0.03956637010396298,50,5.661226069927215,0.8137603438944845,3,0.0860271302146847,0.011491316599509886,100,13.291343832015992,1.2632857864852005,2,0.07154953386496764,0.03007360430667652,200.0,30.966476035118102,2.0967809703708844,2.0
wc-6d-c1-obj1,2880,0.19268083413024722,0.07858666630827171,30.0,2.008208084106445,0.33681155045224925,2.0,0.1570728241268074,0.04780494380845751,50,7.597660744190216,1.4681408696790725,2,0.10920159945889538,0.06564535337135873,100.0,54.245225727558136,7.483186739326804,1.0,nan,nan,nan,nan,nan,nan,0.11832755017679977,0.03435348710114676,30,5.270005416870117,0.7556867933912917,1,0.1208381276941208,0.03799543500319345,50,7.189863121509552,0.7731111661755323,1,0.10438931465374993,0.03485808187177753,100,19.869648683071137,1.599473748880208,1,0.09132969141843092,0.027785885032818983,200.0,36.48955059051514,2.8559801499238713,1.0
x264,53662,0.3906640156763758,0.015904276807903104,30.0,3.2346994161605833,0.10453246327461231,3.0,0.38652271218742495,0.01655190041634568,50,13.569906187057494,1.9872930407696086,3,0.37701551457202165,0.010380281964124896,100.0,107.02555854320526,13.419445698216352,2.0,nan,nan,nan,nan,nan,nan,0.20444165750899157,0.0196741677924597,30,7.844433939456939,0.3456108556770108,1,0.19279084086550188,0.016777966890706226,50,13.341157209873199,0.6529262211035219,1,0.17260034497728677,0.024340695603541403,100,34.02037626504898,2.0208614449447038,1,0.14378100127714355,0.02307050409262808,200.0,68.8155399441719,4.260432656183251,1.0
xomo_flight,10000,0.03284710276251439,0.0021809110948685637,30.0,4.9068315625190735,0.07089405044331941,1.0,0.0308205326735783,0.0015565833276622032,50,10.213083469867707,1.7063002562226204,1,0.029166923397705585,0.0010299833224684711,100.0,115.03051559925079,11.474785217192517,1.0,nan,nan,nan,nan,nan,nan,0.049665397655890925,0.02150160952546551,30,10.260483145713806,0.6376456542848897,2,0.03346541599908374,0.010724065507112303,50,10.904103410243987,2.225152554953714,1,0.02396480821170325,0.005180736220581656,100,44.01810336112976,2.601443853119756,1,0.017497368809266115,0.0013611236121228558,200.0,95.44106327295303,4.6289609409237915,1.0
xomo_ground,10000,0.04156151052951543,0.0037337648223509374,30.0,3.986340844631195,0.2935978397140475,1.0,0.039338184413313326,0.002594325372174684,50,18.108183991909026,2.0123679750540697,1,0.035708751999333495,0.002290935975721416,100.0,127.71873440742493,8.219299797944336,1.0,nan,nan,nan,nan,nan,nan,0.07421851015990019,0.03159131924178321,30,6.424706614017486,1.3626924112087628,2,0.046108807319914576,0.010076702124730438,50,11.077357268333435,1.5850987164305412,1,0.03095073204586003,0.0051356177651132,100,23.26204996109009,3.8191653572927575,1,0.021064670376289257,0.003512466059587523,200.0,62.992529809474945,4.7796259981526745,1.0
xomo_osp,10000,0.029588471751349377,0.001976323417574737,30.0,6.903105974197388,0.19206078146969577,1.0,0.027921506132788838,0.0016692441645346217,50,28.58053879737854,3.6239793051834743,1,0.02629198733719811,0.0014114225158289417,100.0,152.66095827817918,21.845506016121345,1.0,nan,nan,nan,nan,nan,nan,0.04893844997531012,0.016320880019416083,30,11.940052163600921,0.7440253269863218,2,0.03511706145855853,0.009618400414092357,50,25.097079491615297,0.4810203333185336,1,0.02403195391997039,0.0029091626757640223,100,23.835030210018157,2.9608454953169776,1,0.01820925878084743,0.0028399569064057164,200.0,52.9931461930275,4.935623298293902,1.0
xomo_osp2,10000,0.19309023304278597,0.0130742259136377,30.0,6.995394933223724,0.05397309371482327,3.0,0.1843755444234021,0.011849129687811086,50,10.458452188968659,1.798512007437381,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1901448097961759,0.026447137359993246,30,12.12268363237381,0.5850234046627232,3,0.1722552100479779,0.013651024679068377,50,14.482344019412995,1.1912510340342684,2,0.1380907713615688,0.01059446861340717,100,23.66743860244751,3.0018776106357286,1,0.12461280800557317,0.006280790643763744,200.0,47.13108184337616,5.60647383143723,1.0
