Dataset,Rows,DODGE-30_mean,DODGE-30_std,DODGE-30_budget,DODGE-30_runtime_mean,DODGE-30_runtime_std,DODGE-30_tier,DODGE-50_mean,DODGE-50_std,DODGE-50_budget,DODGE-50_runtime_mean,DODGE-50_runtime_std,DODGE-50_tier,DODGE-100_mean,DODGE-100_std,DODGE-100_budget,DODGE-100_runtime_mean,DODGE-100_runtime_std,DODGE-100_tier,DODGE-200_mean,DODGE-200_std,DODGE-200_budget,DODGE-200_runtime_mean,DODGE-200_runtime_std,DODGE-200_tier,RandomSearch-30_mean,RandomSearch-30_std,RandomSearch-30_budget,RandomSearch-30_runtime_mean,RandomSearch-30_runtime_std,RandomSearch-30_tier,RandomSearch-50_mean,RandomSearch-50_std,RandomSearch-50_budget,RandomSearch-50_runtime_mean,RandomSearch-50_runtime_std,RandomSearch-50_tier,RandomSearch-100_mean,RandomSearch-100_std,RandomSearch-100_budget,RandomSearch-100_runtime_mean,RandomSearch-100_runtime_std,RandomSearch-100_tier,RandomSearch-200_mean,RandomSearch-200_std,RandomSearch-200_budget,RandomSearch-200_runtime_mean,RandomSearch-200_runtime_std,RandomSearch-200_tier
SS-Q,2736,0.06553146780915102,0.016349887378382666,30,0.30318228006362913,0.001645192400651233,2,0.06133596825796941,0.001983324622832447,50,0.49075993299484255,0.001877335368084661,1,0.06032341729525507,0.0010457414632843696,100,1.1268919229507446,0.009385153519747572,1,0.059973494480328904,0.0010191030742809012,200,1.546148693561554,0.29621259171162445,1,0.06553146780915102,0.016349887378382666,30,0.4879939079284668,0.0064026958479398545,2,0.06133596825796941,0.001983324622832447,50,0.9776378273963928,0.024021699565295505,1,0.06032341729525507,0.0010457414632843696,100,2.029927599430084,0.007104058328165102,1,0.059889619072224246,0.0010107901457182232,200,3.0956083059310915,0.33537638323837204,1
SS-R,3008,0.18792468295609027,0.02207376063704399,30,0.214951741695404,0.008206026124795094,2,0.18490170562671596,0.01855049291761344,50,0.6293309569358826,0.002838987690228772,2,0.17831459886450665,0.007977825328980632,100,1.2364229440689087,0.015593601036812978,1,0.17331943144608714,0.00775862183980928,200,1.4234953284263612,0.1385620089856485,1,0.18792468295609027,0.02207376063704399,30,0.21042597293853754,0.0020960911439648383,2,0.18490170562671596,0.01855049291761344,50,0.5573575496673584,0.004834040684237139,2,0.17831459886450665,0.007977825328980632,100,1.1927054524421692,0.055840263905256156,1,0.17331943144608714,0.00775862183980928,200,1.1544314622879028,0.22384320971358823,1
SS-S,3840,0.10274549547816618,0.05370727331042238,30,0.3072283864021301,0.003680723606992149,2,0.08354922161562993,0.0387141015133284,50,0.501461386680603,0.0037736550239303858,2,0.05181474638880192,0.03596791431547965,100,1.0507969975471496,0.0784941673732048,1,0.04450729538620019,0.034396592464745565,200,1.031025230884552,0.3036077976147684,1,0.10274549547816618,0.05370727331042238,30,0.21771259307861324,0.0031735084263918396,2,0.08354922161562993,0.0387141015133284,50,0.5002349019050598,0.003337953037276049,2,0.05181474638880192,0.03596791431547965,100,0.7060055136680603,0.004301961880664456,1,0.04126892275070286,0.03403317515326027,200,1.2513118028640746,0.17695766895618373,1
SS-T,5184,0.0585587227853143,0.021912774344828252,30,0.2984271883964539,0.002005217601861361,2,0.05317353513375452,0.02126000663268976,50,0.4958918571472168,0.002713755329925523,2,0.040625836786425874,0.015820501607032165,100,0.9022408246994018,0.004446610049539356,1,0.03365215933000418,0.010983007914898443,200,1.8095880627632142,0.015833084933002978,1,0.0585587227853143,0.021912774344828252,30,0.20667306184768672,0.0014313280976097182,2,0.05317353513375452,0.02126000663268976,50,0.3369316101074219,0.002369167294385861,2,0.040625836786425874,0.015820501607032165,100,1.0002878427505493,0.013404378346259377,1,0.03365215933000418,0.010983007914898443,200,2.4274375557899477,0.07553884504392161,1
SS-U,4608,0.2652660596080249,0.025427167654510113,30,0.4960457801818848,0.32316636328594367,2,0.25690269266329707,0.02247738337474947,50,0.5918953061103821,0.044660362513839834,2,0.24586449697727306,0.012574675125129274,100,1.1117390990257263,0.05220973146669177,1,0.23778048337507318,0.005797155340301562,200,2.418823003768921,0.05601722194458708,1,0.2652660596080249,0.025427167654510113,30,0.2316843509674072,0.005897595682772468,2,0.25690269266329707,0.02247738337474947,50,0.6527034163475036,0.0024177149656687638,2,0.24586449697727306,0.012574675125129274,100,0.7609337568283081,0.009358211201215463,1,0.23778048337507318,0.005797155340301562,200,2.3949612736701966,0.023118375379650082,1
SS-V,6840,0.15379871087948216,0.05209622435521021,30,0.20470573902130124,0.0010100488994199805,3,0.1524345372674689,0.05124217324293542,50,0.6796229600906372,0.0045093088588065355,3,0.13071389936992206,0.06553813414864333,100,0.9483931660652161,0.10555752364551044,2,0.09738758007322731,0.061413910379216535,200,1.7976827502250672,0.324786148593214,1,0.15379871087948216,0.05209622435521021,30,0.3968165278434753,0.0036387276827797386,3,0.1524345372674689,0.05124217324293542,50,0.6502694845199585,0.002533531521709026,3,0.13071389936992206,0.06553813414864333,100,1.187196719646454,0.0745179295135207,2,0.0902254097062701,0.05691922448636934,200,2.6601580381393433,0.05261471043537266,1
SS-W,65536,0.34119105177329356,0.02459499000231897,30,0.2754684925079346,0.034761481514970605,3,0.3290674576233288,0.025278814974577353,50,0.4344598054885864,0.0567862343154129,2,0.317833592928233,0.021174026258973872,100,1.1905641317367555,0.06274256534336854,1,0.30666902735004287,0.017822477434122064,200,1.7800034403800964,0.1936082972620149,1,0.34119105177329356,0.02459499000231897,30,0.2142910003662109,0.0027469668490008614,3,0.3290674576233288,0.025278814974577353,50,0.3436483979225159,0.0026235861689025133,2,0.317833592928233,0.021174026258973872,100,0.9968408226966858,0.0209373165054388,1,0.30666902735004287,0.017822477434122064,200,2.6028005599975588,0.05147547561262013,1
SS-X,86058,0.313612532301593,0.09304731665367064,30,0.42177233695983884,0.00777074107778453,2,0.2628921220050585,0.07003803514844353,50,0.5078067779541016,0.010266934594568435,1,0.2352280143113426,0.03794576858655767,100,0.7664558410644531,0.04885183607515906,1,0.22249881410061353,0.014094241936338901,200,2.0163081407547,0.443757527900581,1,0.313612532301593,0.09304731665367064,30,0.2796903491020203,0.0020622686500161376,2,0.2628921220050585,0.07003803514844353,50,0.4581527471542358,0.008716641297780577,1,0.2352280143113426,0.03794576858655767,100,0.9310081243515015,0.004845489443267818,1,0.21536286608947894,0.01895769175536206,200,2.005311131477356,0.08028807971320694,1
Scrum100k,100000,0.3975751586674451,0.03069815062151051,30,0.5094488739967347,0.11217810912711253,3,0.3826807453580922,0.02627602014755677,50,0.8969357371330261,0.02781377456787955,2,0.3705424713095016,0.022637195067460127,100,1.6919574022293091,0.09094616480723762,1,0.36453217871837335,0.021793112122596794,200,3.7077113509178163,0.15314566969381874,1,0.3975751586674451,0.03069815062151051,30,0.4767847180366516,0.09431263428248908,3,0.3826807453580922,0.02627602014755677,50,0.8194038271903992,0.05033648248299759,2,0.3705424713095016,0.022637195067460127,100,1.614279842376709,0.11192213756973275,1,0.36453217871837335,0.021793112122596794,200,1.547486412525177,0.09421530490945897,1
Scrum10k,10000,0.3666410417131294,0.0295487892033517,30,0.5747650027275085,0.009813441755825457,2,0.35892720736623296,0.031415968589845945,50,0.5456683039665222,0.008203479902869164,2,0.33433862705449807,0.025315202647772345,100,1.6222072839736938,0.10550478602184714,1,0.32040990125098356,0.018914273926864573,200,1.858013641834259,0.28123831124398646,1,0.3666410417131294,0.0295487892033517,30,0.49039405584335327,0.013890632489531698,2,0.35892720736623296,0.031415968589845945,50,0.6450076937675476,0.08067238381235897,2,0.33433862705449807,0.025315202647772345,100,1.199448251724243,0.09818251018283354,1,0.32040990125098356,0.018914273926864573,200,3.813230645656586,0.11879199827492508,1
Scrum1k,1000,0.33522312479779676,0.03540387714866313,30,0.44304693937301637,0.03726343263964472,3,0.31962593324618116,0.028940880132389064,50,0.5316047906875611,0.007436973717554098,2,0.3100377354635372,0.024855826987337452,100,0.8383419275283813,0.16267832852374847,1,0.29137840068125387,0.023069073663394498,200,3.65359023809433,0.15485125861135393,1,0.33522312479779676,0.03540387714866313,30,0.46648027896881106,0.03723617611815648,3,0.31962593324618116,0.028940880132389064,50,0.891897690296173,0.012839384943483202,2,0.3100377354635372,0.024855826987337452,100,1.599992609024048,0.08814288554893275,1,0.29137840068125387,0.023069073663394498,200,1.729764449596405,0.22832409828604272,1
X264_AllMeasurements,1152,0.03147087125849523,0.02476838107718512,30,0.15765635967254635,0.0038146501934290603,3,0.02055021795510311,0.014117323278386764,50,0.2620967626571655,0.008741755942252388,2,0.011194077812407938,0.010398393040660056,100,0.4624465346336365,0.04867942376046993,1,0.010043112902882883,0.01087739310804602,200,0.5588040232658387,0.09462387907810522,1,0.03147087125849523,0.02476838107718512,30,0.16252025365829464,0.0029231739900645376,3,0.02055021795510311,0.014117323278386764,50,0.26078301668167114,0.00702698379689677,2,0.011194077812407938,0.010398393040660056,100,0.4847387194633484,0.015229855009054116,1,0.0042417905143741245,0.005558035976236348,200,0.6648815631866455,0.014861505370297705,1
billing10k,10000,0.41300710683806097,0.021833777962196446,30,0.5602565884590149,0.007751010415055347,3,0.4020300885620286,0.018046503201050276,50,0.7657376170158386,0.007122693862255291,2,0.3921598283059703,0.012542743089268175,100,1.6690402984619142,0.06223580674185534,1,0.38520158945574867,0.012863801720763566,200,3.4758493185043333,0.2495797001635258,1,0.41300710683806097,0.021833777962196446,30,0.5801007270812988,0.0224646679558391,3,0.4020300885620286,0.018046503201050276,50,0.8289225459098816,0.09179385132396535,2,0.3921598283059703,0.012542743089268175,100,1.787529456615448,0.103985283427538,1,0.38520158945574867,0.012863801720763566,200,3.43067330121994,0.17971570011147883,1
coc1000,1000,0.35818498359109835,0.011156087370529814,30,0.8150740504264832,0.01293096359838973,2,0.352640663319512,0.009491487290893365,50,1.232799470424652,0.03560115100818423,1,0.3506012291579105,0.007946807521814208,100,2.8531654357910154,0.18576339977990006,1,0.3461423368380052,0.005796164649490146,200,6.271632468700409,0.15952904628194328,1,0.35818498359109835,0.011156087370529814,30,0.743672502040863,0.009633385837757694,2,0.352640663319512,0.009491487290893365,50,1.3151502370834351,0.13931790635891367,1,0.3506012291579105,0.007946807521814208,100,3.116486978530884,0.09363214549159689,1,0.3461423368380052,0.005796164649490146,200,4.880571484565735,0.45024952431175885,1
dataset120,5160,0.30641884049365664,0.02559678687169967,30,0.16373015642166136,0.0018323207626697055,2,0.30246003471610095,0.024730094473024104,50,0.24374945163726802,0.008050165221343926,2,0.297137712226499,0.02563551442381472,100,0.8990842580795289,0.20055359770554587,2,0.297137712226499,0.02563551442381472,200,0.3734993577003479,0.09296120538990213,2,0.30641884049365664,0.02559678687169967,30,0.16946942806243892,0.0023566384144606033,2,0.30246003471610095,0.024730094473024104,50,0.2779228210449219,0.004453751080514685,2,0.28879087199565145,0.02613418372564939,100,1.2491296887397767,0.025062948853679788,1,0.27308443802929105,0.019806577166398408,200,0.9712320923805237,0.02724954709697029,1
dataset600,5160,0.2883354406622789,0.02478181286363497,30,0.19243943691253657,0.001462709579991232,3,0.27147759701491314,0.022951697069081536,50,0.23856211900711055,0.003387938864946921,2,0.26706058812511013,0.022591623569632308,100,0.35509551763534547,0.0447931190853829,2,0.26706058812511013,0.022591623569632308,200,0.40720502138137815,0.05034700713128757,2,0.2883354406622789,0.02478181286363497,30,0.1597246170043945,0.006624284958876893,3,0.27147759701491314,0.022951697069081536,50,0.24558827877044673,0.0074903830172090465,2,0.25774549066129937,0.018780463189705044,100,0.5274516582489014,0.009938944206498797,1,0.23923772928460424,0.02612114250575274,200,1.0845855474472046,0.04499088742202042,1
dconvert,6764,0.016408228171663212,0.00237535243271767,30,0.16269445419311518,0.004666109504098455,2,0.015757820304997953,0.001987477346032598,50,0.26164337396621706,0.006884152043717172,2,0.015153059386380225,0.002156375047738509,100,0.4548826336860657,0.08497114606741149,1,0.015129017459184754,0.002144611157650537,200,0.4767351865768433,0.11231035643494318,1,0.016408228171663212,0.00237535243271767,30,0.15424356460571284,0.004637509863523727,2,0.015658273543187464,0.002025684647802815,50,0.25223861932754515,0.004319274949783487,2,0.01488128347851859,0.0021342788612761033,100,0.464371657371521,0.008991063440922513,1,0.01382891932000491,0.001861126466768483,200,1.00217547416687,0.007445665365811634,1
deeparch,4096,0.004808289354227773,0.007879208391121682,30,0.15268721580505368,0.002265734474919532,2,0.0029633033172536748,0.006121175066885363,50,0.25091599225997924,0.003320831309901297,2,0.0008908229717094604,0.002865218681102466,100,0.4082576632499695,0.06153297708040238,1,0.00027019784276548046,0.0003344829193485446,200,0.5178372621536255,0.10946940610163515,1,0.004808289354227773,0.007879208391121682,30,0.1472864031791687,0.001643420509066906,2,0.0029633033172536748,0.006121175066885363,50,0.24449807405471796,0.002574118748050648,2,0.0007938162091333647,0.002871720284590866,100,0.6110746383666992,0.006736398321567291,1,0.0001379785804557595,0.00011115068443081777,200,1.1339843988418579,0.013230744754349483,1
exastencils,86058,0.04629508511360739,0.012307191471881798,30,0.15336316823959345,0.0014350600516952843,2,0.04225156704970488,0.014177863836090493,50,0.23971350193023677,0.014583579968313224,2,0.04160848027797175,0.013915257380708687,100,0.2920587658882141,0.06305245200279119,2,0.04160848027797175,0.013915257380708687,200,0.292445695400238,0.06457116839846093,2,0.04629508511360739,0.012307191471881798,30,0.14897584915161127,0.0025752189205078945,2,0.04101160707672155,0.014178678411995287,50,0.2414303660392761,0.001967996353078056,2,0.0324502200723396,0.01627548370426953,100,0.5021421194076539,0.018525170493856283,1,0.02444904846993504,0.012966553998669693,200,1.0286301612854003,0.07619005374404353,1
javagc,166975,0.001904779332104455,0.000990663391456132,30,0.11936424970626827,0.001193469696733751,3,0.00150202065987772,0.0007490568994492041,50,0.24502971172332763,0.03257062768999082,2,0.0014584653810667402,0.0007760576300625014,100,0.33078000545501707,0.11554774612992467,2,0.0014584653810667402,0.0007760576300625014,200,0.2693557977676392,0.1041492176459002,2,0.001904779332104455,0.000990663391456132,30,0.1791888833045959,0.0209945235966008,3,0.001474793076230775,0.0007047769818527975,50,0.11433764696121214,0.0009448586163838188,2,0.0010961490068483403,0.0005045002845538869,100,0.42207696437835696,0.07676105033391396,1,0.000759599926174815,0.00030645790205248663,200,0.48104329109191896,0.06634741473534585,1
nasa93dem,93,0.47047880859227975,0.007214414514796246,30,0.31059701442718507,0.008001739233431266,3,0.46625427915275947,0.003665921435263521,50,0.6891256093978881,0.07669699059529723,2,0.4639936756514139,0.005116754901813034,100,1.220498549938202,0.1436057135647308,1,0.46134644935143215,0.005980430165091271,200,2.4994918942451476,0.6042543601766596,1,0.47047880859227975,0.007214414514796246,30,0.46566481590270997,0.003998492713842637,3,0.46625427915275947,0.003665921435263521,50,0.737392258644104,0.003449405629706136,2,0.4639936756514139,0.005116754901813034,100,1.6061258912086487,0.11139214582564208,1,0.46040634421749277,0.005228602241007041,200,2.4298582077026367,0.25186614351181386,1
pom3a,20000,0.19965495647739195,0.011379914908262236,30,0.49570039510726926,0.034846229253394714,4,0.19362877574170476,0.01411412574531035,50,0.7144206166267395,0.06835917175508371,3,0.18740392500460362,0.013677324588099816,100,1.2368182420730591,0.1398543935154523,2,0.17448152843037631,0.01869246622220469,200,2.374092173576355,0.1641023008301563,1,0.19965495647739195,0.011379914908262236,30,0.4528078556060791,0.004921500234475801,4,0.19362877574170476,0.01411412574531035,50,0.6724634051322937,0.08576269512068228,3,0.18740392500460362,0.013677324588099816,100,1.2211859941482544,0.13125917195926692,2,0.17448152843037631,0.01869246622220469,200,2.42184796333313,0.21779383536688143,1
pom3b,20000,0.21201380140763204,0.02266750832763828,30,0.42216830253601073,0.004095594361682379,3,0.19865840495883036,0.014803732474000913,50,0.51807199716568,0.004578275566996744,2,0.18711049329867646,0.018844572108456283,100,1.221940279006958,0.11709064818757312,1,0.1806766287913268,0.013852646343860308,200,3.005199694633484,0.04616161416167123,1,0.21201380140763204,0.02266750832763828,30,0.4852716326713562,0.03862429688519256,3,0.19865840495883036,0.014803732474000913,50,0.6755468726158143,0.08939202433366178,2,0.18711049329867646,0.018844572108456283,100,1.216902732849121,0.12332666135291664,1,0.1806766287913268,0.013852646343860308,200,2.630795454978943,0.29196948470738077,1
pom3c,20000,0.34541482775027,0.022318463829187136,30,0.4566824197769165,0.008268615845564833,2,0.3396874749645042,0.01916353733246403,50,0.8782988667488099,0.031108356155697785,2,0.32692007792020916,0.019233192216711166,100,1.3994094252586364,0.17119471002516481,1,0.31993933414415227,0.017592639725170604,200,2.6189002871513365,0.2738253447527941,1,0.34541482775027,0.022318463829187136,30,0.5776039123535156,0.00755219252438135,2,0.3396874749645042,0.01916353733246403,50,0.987876009941101,0.021518671300371262,2,0.32692007792020916,0.019233192216711166,100,1.6526329040527343,0.10640821686012082,1,0.31993933414415227,0.017592639725170604,200,2.4977834463119506,0.1791519868471514,1
pom3d,500,0.2076866986780313,0.016338572981116847,30,0.5417383193969727,0.02773032087294386,3,0.2028222208598931,0.01633613130372192,50,0.8025998473167419,0.06331483283248832,3,0.19737401372633187,0.015023140431698305,100,1.9892197489738463,0.15638637063573477,2,0.18724618581406313,0.009664000058689564,200,4.045549631118774,0.21577859315314432,1,0.2076866986780313,0.016338572981116847,30,0.4436397910118103,0.0018751679844151619,3,0.2028222208598931,0.01633613130372192,50,0.9770581483840942,0.004953418213818215,3,0.19737401372633187,0.015023140431698305,100,1.8972581028938293,0.005988535315593047,2,0.18724618581406313,0.009664000058689564,200,1.5129625797271729,0.23378132665175114,1
redis,4400,0.4761203854691526,0.02336765059034427,30,0.20164153575897212,0.003721622749252438,2,0.4704768886192482,0.020319715777567422,50,0.16915237903594965,0.01611761327006172,2,0.4695365798461083,0.01971396604625934,100,0.31349384784698486,0.07806363430710271,2,0.4695365798461083,0.01971396604625934,200,0.2687917113304138,0.07468724946869815,2,0.4761203854691526,0.02336765059034427,30,0.10129132270812986,0.00143881974128324,2,0.46629116127716735,0.018749232458156292,50,0.32878139019012453,0.0017728708558670408,2,0.46035008559913476,0.012738806725208562,100,0.6160903096199035,0.007553843840627977,1,0.45444484348936653,0.009357193970653207,200,0.8674960255622863,0.11571555964821442,1
rs-6d-c3_obj1,3840,0.005106009400454014,0.006844816911718105,30,0.10940538644790646,0.0021045905225259864,2,0.004147148431563304,0.00673935902106834,50,0.1686323642730713,0.002437183905306215,2,0.00182157045311706,0.0009463928288929949,100,0.29788296222686766,0.053221669021944404,1,0.0018214874621609901,0.0009464151075019929,200,0.6049404263496398,0.14819507501081536,1,0.005106009400454014,0.006844816911718105,30,0.17945230007171628,0.001289081044844087,2,0.004072508142313394,0.00677760024862911,50,0.32318074703216554,0.0020087510082777474,2,0.0017265636459357452,0.0010255889922187508,100,0.45134944915771485,0.0034043595161804764,1,0.001455596410968265,0.0003278192045032068,200,1.071316373348236,0.012968814710285827,1
rs-6d-c3_obj2,3840,0.0016556544288472853,0.0010348537944641929,30,0.17190638780593867,0.0068206596130519275,2,0.0012438363259100168,0.0009514142208844371,50,0.26020997762680054,0.01958042150318243,2,0.0007665248347369868,0.0006834880722351807,100,0.5160573720932007,0.09074338699389697,1,0.0007665248347369868,0.0006834880722351807,200,0.5854871034622192,0.15278086054980375,1,0.0016556544288472853,0.0010348537944641929,30,0.17923713922500606,0.0012898051334358117,2,0.0012438363259100168,0.0009514142208844371,50,0.323180627822876,0.0018666334927605677,2,0.0004890440877660118,0.00022326129119981683,100,0.8181660771369934,0.009037220256391462,1,0.00031622118885644523,0.0002272432738581565,200,0.6943928956985473,0.009780917089320428,1
sol-6d-c2-obj1,2866,0.014700875428079902,0.00044834604690939783,30,0.09834403991699214,0.00062929085087271,2,0.014586996773740262,0.0003728502638556092,50,0.30409454107284545,0.02352765017334851,2,0.014529355267388008,0.0003998738555809457,100,0.3087828516960144,0.09518073639633023,2,0.014529355267388008,0.0003998738555809457,200,0.2384787082672119,0.07718756626069263,2,0.014700875428079902,0.00044834604690939783,30,0.10426787137985227,0.0016941884642390841,2,0.014586996773740262,0.0003728502638556092,50,0.17829015254974362,0.008004230882323425,2,0.01431155762983595,0.00023754241719592498,100,0.3344359040260315,0.0019460726043176082,1,0.014231296842326546,0.00022034283772332558,200,0.9654722452163697,0.0319330837481487,1
storm,1557,0.00010986315755509774,4.6178669286006916e-05,30,0.18202822208404537,0.002484094588979562,2,8.973573509540362e-05,2.973476802646886e-05,50,0.31970704793930055,0.0035915305137418445,1,8.237541165062979e-05,2.8547122722246624e-05,100,0.4460833311080933,0.07622181949934846,1,7.77127017700261e-05,2.3162046832473127e-05,200,0.6500898599624634,0.1950070833349744,1,0.00010986315755509774,4.6178669286006916e-05,30,0.18087173700332637,0.0014799008289950596,2,8.973573509540362e-05,2.973476802646886e-05,50,0.4045496940612793,0.002640354046137198,1,7.806001529823919e-05,2.3528972398989603e-05,100,0.33971195220947265,0.004431994562865841,1,6.778674891748448e-05,1.4360531503512117e-05,200,0.8421357870101929,0.11027372801688122,1
wc+rs-3d-c4-obj1,196,0.10936148140703443,0.06471237798959777,30,0.1464732408523559,0.0036122783925597677,2,0.08493931282118031,0.03461920633054795,50,0.2446876049041748,0.007709940865153161,1,0.08483004730299608,0.034642316804505593,100,0.37011908292770385,0.08859406972872426,1,0.08483004730299608,0.034642316804505593,200,0.382203471660614,0.09161416812395304,1,0.10936148140703443,0.06471237798959777,30,0.19613287448883054,0.0024307266398843432,2,0.08493005732281557,0.03457796632049825,50,0.3128331661224365,0.0028266278640849533,1,0.0762859211406011,0.002837142661589745,100,0.49619876146316527,0.0025476474719020262,1,0.07506733228226425,0.002019649929280315,200,0.9943087339401245,0.014231338495367968,1
wc+sol-3d-c4-obj1,196,0.10355707906317975,0.07070821831308016,30,0.15517184734344483,0.0038505045416761907,2,0.07736683000103942,0.03856225990509281,50,0.30320091247558595,0.013112768360726789,1,0.07725990473760277,0.03857323741763196,100,0.32963324785232545,0.08490785448738164,1,0.07725990473760277,0.03857323741763196,200,0.32556307315826416,0.08177876826975214,1,0.10355707906317975,0.07070821831308016,30,0.14639611244201658,0.0009173099654734143,2,0.07726290856250077,0.03810014567234258,50,0.24254500865936274,0.000934747302936926,1,0.06802105079892391,0.003838050895188353,100,0.5875871896743774,0.004809711267599071,1,0.06671952102034318,0.0036358566616640125,200,1.0752035856246949,0.038024267759084324,1
wc+wc-3d-c4-obj1,196,0.15285836485304635,0.06163406912270679,30,0.15370128154754634,0.0015223585691661347,2,0.12649100293358506,0.037850169553400606,50,0.17731405496597286,0.0017766849064160739,1,0.11739492832863418,0.02327867317546928,100,0.5149823188781738,0.07601988108657967,1,0.11739492832863418,0.02327867317546928,200,0.4038362383842468,0.05982678571263107,1,0.15285836485304635,0.06163406912270679,30,0.14691090583801264,0.0010938401179702655,2,0.12649100293358506,0.037850169553400606,50,0.2948075532913208,0.006132160748504406,1,0.11548403190168537,0.02301165463607731,100,0.5161754846572876,0.01826024302001247,1,0.10921898168771489,0.011578868164786002,200,0.9409301996231079,0.10560718960830853,1
wc-6d-c1-obj1,2880,0.1365306296848086,0.033384032935250434,30,0.1752516150474548,0.00125009799631469,3,0.11310862479494169,0.030933117907290395,50,0.2943761110305786,0.0029911957045973816,2,0.09708186162587007,0.0352666857092771,100,0.5326707482337951,0.07141341617464655,1,0.09707043206373014,0.03526425637446002,200,0.33034132719039916,0.07746190121689109,1,0.1365306296848086,0.033384032935250434,30,0.14856381416320796,0.0009634529811842363,3,0.11310862479494169,0.030933117907290395,50,0.24591809511184687,0.0010867154676500893,2,0.0963812577220032,0.03465383781133724,100,0.6246956825256348,0.0026544471067419797,1,0.07112983568640152,0.04109700112516529,200,1.0061813712120056,0.008272337041562421,1
x264,53662,0.2164295196040992,0.014877175736434295,30,0.1950824856758117,0.0008251157509128665,3,0.20819542370353167,0.012056863090634449,50,0.3250414848327637,0.008965156289200747,2,0.20287710012044147,0.011052362621584454,100,0.40024288892745974,0.08935669367913146,1,0.20234885750055756,0.011127388228311951,200,0.47798948287963866,0.14952728923692055,1,0.2164295196040992,0.014877175736434295,30,0.15051476955413814,0.0009688904021719057,3,0.20819542370353167,0.012056863090634449,50,0.23401544094085688,0.002767167006002934,2,0.2001129299367766,0.01064889920821951,100,0.46725269556045534,0.007187243117416142,1,0.19430308934723037,0.008962120291039878,200,1.2167464733123778,0.012544254545457724,1
xomo_flight,10000,0.06796396414646849,0.0289448471505444,30,0.41413494348526003,0.008956402121785839,2,0.05946211180909673,0.02231520200120462,50,0.9309401631355285,0.01117232796335079,2,0.05134083254703033,0.010846301245702591,100,2.118683063983917,0.037666135287140426,1,0.047932356841799015,0.010491261027599163,200,2.608397030830383,0.27814846932067755,1,0.06796396414646849,0.0289448471505444,30,0.7666007876396179,0.006845232277592551,2,0.05946211180909673,0.02231520200120462,50,1.3776883006095886,0.011755895030695258,2,0.05134083254703033,0.010846301245702591,100,1.3423550248146057,0.007176668203877223,1,0.047932356841799015,0.010491261027599163,200,3.554029941558838,0.033779534414252924,1
xomo_ground,10000,0.08684969165599235,0.027809402399776837,30,0.6051963448524476,0.009462525658529303,2,0.08417905053604073,0.026244556221081725,50,0.9493057608604432,0.10883272741976775,2,0.07229290367665833,0.02113245708775358,100,1.8832294702529908,0.014233443235378016,1,0.062089861568210815,0.014650916034160829,200,4.081922042369842,0.04192144273564629,1,0.08684969165599235,0.027809402399776837,30,0.5956710338592529,0.004614257721909363,2,0.08417905053604073,0.026244556221081725,50,1.3160937666893004,0.012548005181435508,2,0.07229290367665833,0.02113245708775358,100,1.3973221063613892,0.010249695515953687,1,0.062089861568210815,0.014650916034160829,200,3.9781429886817934,0.040161968248392965,1
xomo_osp,10000,0.07249659340521082,0.02429297591842036,30,0.669662594795227,0.006851611715330916,2,0.06947392856460174,0.023226984920126443,50,0.9838202953338623,0.010729063408768433,2,0.05981178394264747,0.018942959111886298,100,1.5213098883628846,0.015815666316027273,1,0.050206952201719925,0.01425257438755374,200,3.8467472910881044,0.07661764958070723,1,0.07249659340521082,0.02429297591842036,30,0.5884273529052735,0.007962593326714148,2,0.06947392856460174,0.023226984920126443,50,1.0056445837020873,0.010760976708123347,2,0.05981178394264747,0.018942959111886298,100,1.4730818629264832,0.016921134503384717,1,0.050206952201719925,0.01425257438755374,200,4.190004742145538,0.05554809450149837,1
xomo_osp2,10000,0.19817127298258458,0.023660266096216857,30,0.7562660813331604,0.006209114724988191,2,0.1915343744330797,0.02172343909670707,50,0.9237850546836853,0.013918900982493302,2,0.18396559357413655,0.016762560888383123,100,1.3920310974121093,0.011607196725569131,1,0.17501564791955274,0.01281701421809165,200,3.4024966955184937,0.2912564563583616,1,0.19817127298258458,0.023660266096216857,30,0.565599513053894,0.012315059037077542,2,0.1915343744330797,0.02172343909670707,50,0.9958835482597351,0.010492275008351778,2,0.18396559357413655,0.016762560888383123,100,2.0247031688690185,0.021715031082194768,1,0.17501564791955274,0.01281701421809165,200,3.936949038505554,0.032206517992240245,1
