Dataset,Rows,NSGA2-30_mean,NSGA2-30_std,NSGA2-30_budget,NSGA2-30_runtime_mean,NSGA2-30_runtime_std,NSGA2-30_tier,NSGA2-50_mean,NSGA2-50_std,NSGA2-50_budget,NSGA2-50_runtime_mean,NSGA2-50_runtime_std,NSGA2-50_tier,NSGA2-100_mean,NSGA2-100_std,NSGA2-100_budget,NSGA2-100_runtime_mean,NSGA2-100_runtime_std,NSGA2-100_tier,NSGA2-200_mean,NSGA2-200_std,NSGA2-200_budget,NSGA2-200_runtime_mean,NSGA2-200_runtime_std,NSGA2-200_tier,MOEAD-30_mean,MOEAD-30_std,MOEAD-30_budget,MOEAD-30_runtime_mean,MOEAD-30_runtime_std,MOEAD-30_tier,MOEAD-50_mean,MOEAD-50_std,MOEAD-50_budget,MOEAD-50_runtime_mean,MOEAD-50_runtime_std,MOEAD-50_tier,MOEAD-100_mean,MOEAD-100_std,MOEAD-100_budget,MOEAD-100_runtime_mean,MOEAD-100_runtime_std,MOEAD-100_tier,MOEAD-200_mean,MOEAD-200_std,MOEAD-200_budget,MOEAD-200_runtime_mean,MOEAD-200_runtime_std,MOEAD-200_tier
pom3b,20000,0.21201380140763204,0.02266750832763828,30,0.5863812446594239,0.012508837325386244,4,0.19865840495883036,0.014803732474000913,50,0.7173430919647217,0.034298418862749015,3,0.18711049329867646,0.018844572108456283,100,1.84563490152359,0.15570138225880054,2,0.17632053953420748,0.014092378067641222,200,4.891194593906403,0.31557498355752056,1,inf,nan,30,130.54911609888077,0.10870031622425452,5,inf,nan,50,130.4017215371132,0.39434419285856365,5,inf,nan,100,130.63415458202363,0.24533709311670268,5,inf,nan,200,130.6200937628746,0.3223057445579545,5
pom3c,20000,0.34541482775027,0.022318463829187136,30,0.7755085706710816,0.015689395338367152,4,0.3396874749645042,0.01916353733246403,50,1.29116290807724,0.04238939052687607,3,0.32692007792020916,0.019233192216711166,100,2.4073233366012574,0.20346665276870463,2,0.31573570608608936,0.013552024567972892,200,7.970158886909485,0.16446068875139394,1,inf,nan,30,130.56389573812484,0.1451079635315202,5,inf,nan,50,130.54223409891128,0.19279607789036518,5,inf,nan,100,130.44291023015975,0.20426297097999196,5,inf,nan,200,130.43324283361434,0.17805669218357192,5
pom3d,500,0.2076866986780313,0.016338572981116847,30,0.5694484114646912,0.033300643403637954,4,0.2028222208598931,0.01633613130372192,50,1.1924344778060914,0.04099953664097452,3,0.19737401372633187,0.015023140431698305,100,3.132240724563599,0.07895703489499914,2,0.19191774375692847,0.012997668267481555,200,5.863816344738007,0.2769785867052124,1,inf,nan,30,130.8281678676605,0.44244303259486406,5,inf,nan,50,130.96687194108964,0.03641065447696376,5,inf,nan,100,130.93027037382126,0.18909036051166395,5,inf,nan,200,131.0154018163681,0.1948799427952293,5
redis,4400,inf,nan,30,5.352497100830078e-06,3.7020396912087775e-06,1,inf,nan,50,4.76837158203125e-06,1.7070363664369495e-06,1,inf,nan,100,4.303455352783203e-06,4.7353176093209476e-07,1,inf,nan,200,5.221366882324218e-06,1.7277664824445008e-06,1,inf,nan,30,130.82628821134568,0.5132049418874629,1,inf,nan,50,130.96055634021758,0.5446304738291619,1,inf,nan,100,130.92237585783005,0.28929385158874155,1,inf,nan,200,131.0208508014679,0.19811627525857822,1
rs-6d-c3_obj1,3840,inf,nan,30,4.363059997558594e-06,1.4054035781471122e-06,1,inf,nan,50,5.233287811279297e-06,2.2157000578365733e-06,1,inf,nan,100,4.673004150390625e-06,1.0097482007063202e-06,1,inf,nan,200,5.578994750976562e-06,1.9267003989981174e-06,1,inf,nan,30,130.81581537723542,0.47781455563801334,1,inf,nan,50,131.03198611736298,0.23172160108026077,1,inf,nan,100,130.87419748306274,0.41801970205596534,1,inf,nan,200,131.0465101122856,0.3009690634192705,1
rs-6d-c3_obj2,3840,inf,nan,30,6.103515625e-06,1.8311644822380625e-06,1,inf,nan,50,4.780292510986328e-06,2.4674034424748847e-06,1,inf,nan,100,4.673004150390625e-06,1.5381426878428993e-06,1,inf,nan,200,4.5299530029296875e-06,1.6280965494239277e-06,1,inf,nan,30,130.95169674158097,0.14329253436352013,1,inf,nan,50,130.9621155500412,0.10663405627072456,1,inf,nan,100,130.95377653837204,0.15529030621243706,1,inf,nan,200,130.8315101504326,0.46621544014151667,1
sol-6d-c2-obj1,2866,inf,nan,30,5.078315734863281e-06,3.4679779018027226e-07,1,inf,nan,50,6.103515625e-06,2.5764538845838893e-06,1,inf,nan,100,4.13656234741211e-06,4.113197844537619e-07,1,inf,nan,200,4.243850708007813e-06,1.5750449102934044e-06,1,inf,nan,30,131.03117125034333,0.17897713543493401,1,inf,nan,50,130.86122006177902,0.40997746412042824,1,inf,nan,100,131.02043384313583,0.17092714094859665,1,inf,nan,200,130.9519463658333,0.1768705096052011,1
storm,1557,inf,nan,30,4.863739013671875e-06,1.9938528555517004e-06,1,inf,nan,50,4.506111145019531e-06,1.7190868008871844e-06,1,inf,nan,100,4.851818084716797e-06,1.8095937914945589e-06,1,inf,nan,200,5.1140785217285155e-06,1.608639751363275e-06,1,inf,nan,30,131.03986719846725,0.29909224493782355,1,inf,nan,50,131.06957119703293,0.3495790027256237,1,inf,nan,100,131.0050633907318,0.40180889747863413,1,inf,nan,200,131.10150393247605,0.7134716091595388,1
wc+rs-3d-c4-obj1,196,inf,nan,30,4.0888786315917965e-06,1.6667326464989629e-06,1,inf,nan,50,4.231929779052734e-06,2.557193185537315e-06,1,inf,nan,100,3.790855407714844e-06,4.011940031240609e-07,1,inf,nan,200,5.662441253662109e-06,1.7873025910665044e-06,1,inf,nan,30,130.90036227703095,0.47171341171896497,1,inf,nan,50,130.96249026060104,0.1998051854452181,1,inf,nan,100,130.9851685285568,0.1936642607593648,1,inf,nan,200,130.98129802942276,0.1137771759926751,1
wc+sol-3d-c4-obj1,196,inf,nan,30,2.6464462280273437e-06,4.0119400312406097e-07,1,inf,nan,50,2.9206275939941406e-06,5.624753348758573e-07,1,inf,nan,100,2.9087066650390623e-06,4.805869183697423e-07,1,inf,nan,200,3.24249267578125e-06,5.652608682506593e-07,1,inf,nan,30,130.88693861961366,0.530744000034621,1,inf,nan,50,131.04780486822128,0.1875919364682484,1,inf,nan,100,130.92656434774398,0.2912504158635957,1,inf,nan,200,131.07288501262664,0.3147093821090376,1
wc+wc-3d-c4-obj1,196,inf,nan,30,2.932548522949219e-06,3.380609257206432e-07,1,inf,nan,50,3.957748413085938e-06,4.264961199760036e-07,1,inf,nan,100,3.445148468017578e-06,1.322886752972844e-06,1,inf,nan,200,3.3855438232421873e-06,2.8526451187902396e-07,1,inf,nan,30,130.93942499160767,0.3998310447694033,1,inf,nan,50,131.01528002023696,0.03388795228682944,1,inf,nan,100,130.97722147703172,0.13794844225797195,1,inf,nan,200,131.02119928598404,0.13069457121613917,1
wc-6d-c1-obj1,2880,inf,nan,30,4.231929779052734e-06,1.3350432042353807e-06,1,inf,nan,50,4.9710273742675785e-06,1.5782233244107075e-06,1,inf,nan,100,4.398822784423828e-06,1.9221531255360877e-06,1,inf,nan,200,5.161762237548828e-06,1.492485872503262e-06,1,inf,nan,30,130.9013032913208,0.37379051227142096,1,inf,nan,50,130.86149483919144,0.5111945288291216,1,inf,nan,100,130.9677156805992,0.23516720390920784,1,inf,nan,200,131.0015418767929,0.11593307668078214,1
x264,53662,inf,nan,30,4.756450653076172e-06,2.3797583881403922e-06,1,inf,nan,50,6.234645843505859e-06,1.695209131435584e-06,1,inf,nan,100,4.804134368896484e-06,2.1786635956066824e-06,1,inf,nan,200,5.257129669189453e-06,1.72182562110101e-06,1,inf,nan,30,130.36042836904525,0.07451330549688377,1,inf,nan,50,130.4191415309906,0.21626598085691984,1,inf,nan,100,130.2100936293602,0.36836815863408473,1,inf,nan,200,130.43816324472428,0.3163454556105533,1
xomo_flight,10000,0.06796396414646849,0.0289448471505444,30,0.8031575560569764,0.04054517432015783,4,0.05946211180909673,0.02231520200120462,50,1.4941699504852295,0.07644657553828435,3,0.05134083254703033,0.010846301245702591,100,1.9317169427871703,0.2696548813951357,2,0.04546313276108123,0.009126338612434313,200,12.504929304122925,0.35151051976204295,1,inf,nan,30,130.76575661897658,0.3671668294637439,5,inf,nan,50,130.58169496059418,0.2532511399544345,5,inf,nan,100,130.76162663698196,0.3080929744223398,5,inf,nan,200,130.77305073738097,0.3903316528512423,5
xomo_ground,10000,0.08684969165599235,0.027809402399776837,30,0.7970568180084229,0.042380577669559244,4,0.08417905053604073,0.026244556221081725,50,1.8377739548683167,0.060411979793473375,3,0.07229290367665833,0.02113245708775358,100,4.078077828884124,0.32078154250857543,2,0.060191532008938606,0.016250046193051718,200,10.011180686950684,0.5589894696040292,1,inf,nan,30,130.7302508354187,0.10772076603180314,5,inf,nan,50,130.6002249240875,0.21862993079019374,5,inf,nan,100,130.7239681482315,0.10551542776400648,5,inf,nan,200,130.58622269630433,0.4348205187206342,5
xomo_osp,10000,0.07249659340521082,0.02429297591842036,30,0.7708089709281921,0.03386184850401953,4,0.06947392856460174,0.023226984920126443,50,1.5279453992843628,0.05598916545069092,3,0.05981178394264747,0.018942959111886298,100,3.550871026515961,0.06957013791897247,2,0.047623597595048535,0.015323082074064978,200,7.875332152843475,0.2564513022930665,1,inf,nan,30,130.62710165977478,0.13605146216437528,5,inf,nan,50,130.70157885551453,0.042348952401225486,5,inf,nan,100,130.7606452822685,0.29478271400003936,5,inf,nan,200,130.63788225650788,0.18956769626923797,5
xomo_osp2,10000,0.19817127298258458,0.023660266096216857,30,0.5386038780212402,0.032075789957724345,4,0.1915343744330797,0.02172343909670707,50,1.303485596179962,0.05752202242877321,3,0.18396559357413655,0.016762560888383123,100,3.4342016220092773,0.07520535702390753,2,0.17782540484932557,0.016664034810531365,200,5.975677871704102,0.28039108135864066,1,inf,nan,30,130.68045871257783,0.07838418028701141,5,inf,nan,50,130.71005358695984,0.05030555678912618,5,inf,nan,100,130.80213789939882,0.3750707298309748,5,inf,nan,200,130.60365623235703,0.24336224305759926,5
